date,borsa_istanbul,dolar_kuru,enflasyon,faiz
2024-07-22,2.857142857142857,10.142857142857142,3.142857142857143,20.857142857142858
2024-07-23,2.7142857142857144,10.285714285714286,3.2857142857142856,20.714285714285715
2024-07-24,2.5714285714285716,10.428571428571429,3.4285714285714284,20.571428571428573
2024-07-25,2.428571428571429,10.571428571428571,3.571428571428571,20.428571428571427
2024-07-26,2.2857142857142856,10.714285714285714,3.7142857142857144,20.285714285714285
2024-07-27,2.142857142857143,10.857142857142858,3.857142857142857,20.142857142857142
2024-07-28,2.0,11.0,4.0,20.0
2024-07-29,2.0,11.0,4.714285714285714,19.571428571428573
2024-07-30,2.0,11.0,5.428571428571429,19.142857142857142
2024-07-31,2.0,11.0,6.142857142857142,18.714285714285715
2024-08-01,2.0,11.0,6.857142857142858,18.285714285714285
2024-08-02,2.0,11.0,7.571428571428571,17.857142857142858
2024-08-03,2.0,11.0,8.285714285714285,17.42857142857143
2024-08-04,2.0,11.0,9.0,17.0
2024-08-05,1.8571428571428572,10.857142857142858,8.571428571428571,17.142857142857142
2024-08-06,1.7142857142857144,10.714285714285714,8.142857142857142,17.285714285714285
2024-08-07,1.5714285714285714,10.571428571428571,7.714285714285714,17.428571428571427
2024-08-08,1.4285714285714286,10.428571428571429,7.285714285714286,17.571428571428573
2024-08-09,1.2857142857142858,10.285714285714286,6.857142857142858,17.714285714285715
2024-08-10,1.1428571428571428,10.142857142857142,6.428571428571429,17.857142857142858
2024-08-11,1.0,10.0,6.0,18.0
2024-08-12,1.1428571428571428,10.285714285714286,5.857142857142857,18.571428571428573
2024-08-13,1.2857142857142856,10.571428571428571,5.714285714285714,19.142857142857142
2024-08-14,1.4285714285714286,10.857142857142858,5.571428571428571,19.714285714285715
2024-08-15,1.5714285714285714,11.142857142857142,5.428571428571429,20.285714285714285
2024-08-16,1.7142857142857142,11.428571428571429,5.285714285714286,20.857142857142858
2024-08-17,1.8571428571428572,11.714285714285714,5.142857142857143,21.428571428571427
2024-08-18,2.0,12.0,5.0,22.0
2024-08-19,2.0,11.714285714285714,4.857142857142857,21.142857142857142
2024-08-20,2.0,11.428571428571429,4.714285714285714,20.285714285714285
2024-08-21,2.0,11.142857142857142,4.571428571428571,19.42857142857143
2024-08-22,2.0,10.857142857142858,4.428571428571429,18.571428571428573
2024-08-23,2.0,10.571428571428571,4.285714285714286,17.714285714285715
2024-08-24,2.0,10.285714285714286,4.142857142857143,16.857142857142858
2024-08-25,2.0,10.0,4.0,16.0
2024-08-26,2.0,10.0,4.857142857142857,16.285714285714285
2024-08-27,2.0,10.0,5.714285714285714,16.571428571428573
2024-08-28,2.0,10.0,6.571428571428571,16.857142857142858
2024-08-29,2.0,10.0,7.428571428571429,17.142857142857142
2024-08-30,2.0,10.0,8.285714285714285,17.428571428571427
2024-08-31,2.0,10.0,9.142857142857142,17.714285714285715
2024-09-01,2.0,10.0,10.0,18.0
2024-09-02,2.0,9.857142857142858,9.142857142857142,18.0
2024-09-03,2.0,9.714285714285714,8.285714285714286,18.0
2024-09-04,2.0,9.571428571428571,7.428571428571429,18.0
